2023年3月20日17点56分39秒	1-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=656049028857
2023年3月20日18点11分35秒	216-验证码拦截https://item.taobao.com/item.htm?id=604373446315
2023年3月20日18点11分38秒	217-验证码拦截https://item.taobao.com/item.htm?id=564492192921
2023年3月20日18点11分44秒	218-验证码拦截https://item.taobao.com/item.htm?id=670694685086
2023年3月20日18点11分48秒	219-验证码拦截https://item.taobao.com/item.htm?id=560552344922
2023年3月20日18点11分51秒	220-验证码拦截https://item.taobao.com/item.htm?id=683754923512
2023年3月20日18点11分54秒	221-验证码拦截https://item.taobao.com/item.htm?id=656988499137
2023年3月20日18点12分0秒	222-验证码拦截https://item.taobao.com/item.htm?id=662488432520
2023年3月20日18点12分4秒	223-验证码拦截https://item.taobao.com/item.htm?id=590429845752
2023年3月20日18点12分10秒	224-验证码拦截https://item.taobao.com/item.htm?id=675453938373
2023年3月20日18点12分16秒	225-验证码拦截https://item.taobao.com/item.htm?id=598445926691
2023年3月20日18点12分19秒	226-验证码拦截https://item.taobao.com/item.htm?id=629747163203
2023年3月20日18点12分22秒	227-验证码拦截https://item.taobao.com/item.htm?id=638174900923
2023年3月20日18点12分29秒	228-验证码拦截https://item.taobao.com/item.htm?id=670668256871
2023年3月20日18点12分32秒	229-验证码拦截https://item.taobao.com/item.htm?id=687737429537
2023年3月20日18点12分38秒	230-验证码拦截https://item.taobao.com/item.htm?id=623341105260
2023年3月20日18点12分44秒	231-验证码拦截https://item.taobao.com/item.htm?id=619150614748
2023年3月20日18点12分48秒	232-验证码拦截https://item.taobao.com/item.htm?id=660967880386
2023年3月20日18点12分54秒	233-验证码拦截https://item.taobao.com/item.htm?id=640716164535
2023年3月20日18点13分0秒	234-验证码拦截https://item.taobao.com/item.htm?id=662090849807
2023年3月20日18点13分3秒	235-验证码拦截https://item.taobao.com/item.htm?id=17772716639
2023年3月20日18点13分10秒	236-验证码拦截https://item.taobao.com/item.htm?id=667877453547
2023年3月20日18点13分13秒	237-验证码拦截https://item.taobao.com/item.htm?id=678426539187
2023年3月20日18点13分19秒	238-验证码拦截https://item.taobao.com/item.htm?id=650813691387
2023年3月20日18点13分22秒	239-验证码拦截https://item.taobao.com/item.htm?id=661179627580
2023年3月20日18点13分29秒	240-验证码拦截https://item.taobao.com/item.htm?id=625521939558
2023年3月20日18点13分35秒	241-验证码拦截https://item.taobao.com/item.htm?id=675650432050
2023年3月20日18点13分38秒	242-验证码拦截https://item.taobao.com/item.htm?id=644778756288
2023年3月20日18点13分41秒	243-验证码拦截https://item.taobao.com/item.htm?id=680556208761
2023年3月20日18点13分48秒	244-验证码拦截https://item.taobao.com/item.htm?id=674726490209
2023年3月20日18点13分54秒	245-验证码拦截https://item.taobao.com/item.htm?id=644257269060
2023年3月20日18点14分0秒	246-验证码拦截https://item.taobao.com/item.htm?id=605217244050
2023年3月20日18点14分6秒	247-验证码拦截https://item.taobao.com/item.htm?id=542917594352
2023年3月20日18点14分10秒	248-验证码拦截https://item.taobao.com/item.htm?id=649542129350
2023年3月20日18点14分16秒	249-验证码拦截https://item.taobao.com/item.htm?id=631139163021
2023年3月20日18点14分19秒	250-验证码拦截https://item.taobao.com/item.htm?id=678764279990
2023年3月20日18点14分22秒	251-验证码拦截https://item.taobao.com/item.htm?id=665160721378
2023年3月20日18点14分26秒	252-验证码拦截https://item.taobao.com/item.htm?id=673964629143
2023年3月20日18点14分29秒	253-验证码拦截https://item.taobao.com/item.htm?id=650176532468
2023年3月20日18点14分35秒	254-验证码拦截https://item.taobao.com/item.htm?id=630118524129
2023年3月20日18点14分38秒	255-验证码拦截https://item.taobao.com/item.htm?id=675455309184
2023年3月20日18点14分45秒	256-验证码拦截https://item.taobao.com/item.htm?id=677004493634
2023年3月20日18点14分48秒	257-验证码拦截https://item.taobao.com/item.htm?id=683547478348
2023年3月20日18点14分51秒	258-验证码拦截https://item.taobao.com/item.htm?id=622987354782
2023年3月20日18点14分58秒	259-验证码拦截https://item.taobao.com/item.htm?id=680588890975
2023年3月20日18点15分1秒	260-验证码拦截https://item.taobao.com/item.htm?id=671566587900
2023年3月20日18点15分4秒	261-验证码拦截https://item.taobao.com/item.htm?id=658191662339
2023年3月20日18点15分7秒	262-验证码拦截https://item.taobao.com/item.htm?id=577031914287
2023年3月20日18点15分11秒	263-验证码拦截https://item.taobao.com/item.htm?id=611149763678
2023年3月20日18点15分14秒	264-验证码拦截https://item.taobao.com/item.htm?id=681016114858
2023年3月20日18点15分17秒	265-验证码拦截https://item.taobao.com/item.htm?id=678141481120
2023年3月20日18点15分23秒	266-验证码拦截https://item.taobao.com/item.htm?id=636568607166
2023年3月20日18点15分27秒	267-验证码拦截https://item.taobao.com/item.htm?id=674031903006
2023年3月20日18点15分33秒	268-验证码拦截https://item.taobao.com/item.htm?id=664471317701
2023年3月20日18点15分36秒	269-验证码拦截https://item.taobao.com/item.htm?id=666820414750
2023年3月20日18点15分42秒	270-验证码拦截https://item.taobao.com/item.htm?id=673763859972
2023年3月20日18点15分49秒	271-验证码拦截https://item.taobao.com/item.htm?id=606401053743
2023年3月20日18点15分55秒	272-验证码拦截https://item.taobao.com/item.htm?id=682062496394
2023年3月20日18点15分58秒	273-验证码拦截https://item.taobao.com/item.htm?id=668983984623
2023年3月20日18点16分1秒	274-验证码拦截https://item.taobao.com/item.htm?id=679565658684
2023年3月20日18点16分5秒	275-验证码拦截https://item.taobao.com/item.htm?id=682412777312
2023年3月20日18点16分8秒	276-验证码拦截https://item.taobao.com/item.htm?id=619828686773
2023年3月20日18点16分14秒	277-验证码拦截https://item.taobao.com/item.htm?id=680430442043
2023年3月20日18点16分20秒	278-验证码拦截https://item.taobao.com/item.htm?id=645745871032
2023年3月20日18点16分24秒	279-验证码拦截https://item.taobao.com/item.htm?id=641367143946
2023年3月20日18点16分27秒	280-验证码拦截https://item.taobao.com/item.htm?id=671175924647
2023年3月20日18点16分33秒	281-验证码拦截https://item.taobao.com/item.htm?id=667571878461
2023年3月20日18点16分39秒	282-验证码拦截https://item.taobao.com/item.htm?id=677812113237
2023年3月20日18点16分46秒	283-验证码拦截https://item.taobao.com/item.htm?id=631796322098
2023年3月20日18点16分49秒	284-验证码拦截https://item.taobao.com/item.htm?id=654364241936
2023年3月20日18点16分52秒	285-验证码拦截https://item.taobao.com/item.htm?id=673771659443
2023年3月20日18点16分58秒	286-验证码拦截https://item.taobao.com/item.htm?id=642833039941
2023年3月20日18点17分2秒	287-验证码拦截https://item.taobao.com/item.htm?id=597022428409
2023年3月20日18点17分5秒	288-验证码拦截https://item.taobao.com/item.htm?id=607202660707
2023年3月20日18点17分8秒	289-验证码拦截https://item.taobao.com/item.htm?id=671468454078
2023年3月20日18点17分11秒	290-验证码拦截https://item.taobao.com/item.htm?id=676330070212
2023年3月20日18点17分15秒	291-验证码拦截https://item.taobao.com/item.htm?id=684210257585
2023年3月20日18点17分18秒	292-验证码拦截https://item.taobao.com/item.htm?id=634136964775
2023年3月20日18点17分21秒	293-验证码拦截https://item.taobao.com/item.htm?id=592129019641
2023年3月20日18点17分25秒	294-验证码拦截https://item.taobao.com/item.htm?id=651446690458
2023年3月20日18点17分29秒	295-验证码拦截https://item.taobao.com/item.htm?id=653361351662
2023年3月20日18点17分35秒	296-验证码拦截https://item.taobao.com/item.htm?id=679439890112
2023年3月20日18点18分27秒	1-验证码拦截https://item.taobao.com/item.htm?id=656049028857
2023年3月20日18点18分31秒	2-腰痛灸腰间盘突出专用膏药腰肌劳损关节痛腰椎贴酸疼痛药正品1775-tmall.com天猫https://item.taobao.com/item.htm?id=684841565753
2023年3月20日18点18分35秒	3-腰肌劳损贴膏腰酸背痛腰部扭伤拉伤疼痛无力酸胀麻肿痛专用膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=686797148755
2023年3月20日18点18分38秒	4-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=684021640467
2023年3月20日18点18分41秒	5-绿金家园艾草颈椎贴膝盖腰椎贴富贵包生姜艾灸旗舰店YF-tmall.com天猫https://item.taobao.com/item.htm?id=685477771732
2023年3月20日18点18分44秒	6-验证码拦截https://item.taobao.com/item.htm?id=685857207245
2023年3月20日18点18分48秒	7-南京同仁堂绿金家园艾草膝盖贴 艾草贴颈椎肩颈腰椎贴 艾灸关节贴-tmall.com天猫https://item.taobao.com/item.htm?id=685103590646
2023年3月20日18点18分51秒	8-百年扁氏艾草腰椎贴艾草贴艾灸发热肩周椎膝腰颈肩膝贴正品旗舰店-tmall.com天猫https://item.taobao.com/item.htm?id=602457991026
2023年3月20日18点18分54秒	9-日本痛风新版冷敷疑胶药关节专用膝盖疼痛特效尿酸高凝胶酸友神器-tmall.com天猫https://item.taobao.com/item.htm?id=677429598353
2023年3月20日18点18分58秒	10-验证码拦截https://item.taobao.com/item.htm?id=665778567018
2023年3月20日18点19分1秒	11-验证码拦截https://item.taobao.com/item.htm?id=654422727842
2023年3月20日18点19分5秒	12-验证码拦截https://item.taobao.com/item.htm?id=685907944510
2023年3月20日18点19分8秒	13-G蒙澳神蒙古黑膏奥神远红外膏贴颈椎腰椎官方旗舰店仙草疼痛帖-tmall.com天猫https://item.taobao.com/item.htm?id=678569482758
2023年3月20日18点19分11秒	14-艾草颈椎贴肩颈腰椎膝盖热敷贴富贵包艾灸艾草贴正品官方旗舰店-tmall.com天猫https://item.taobao.com/item.htm?id=669849417817
2023年3月20日18点19分14秒	15-坐骨神经疼贴膏腰间盘突出专用腰椎压迫神经腿屁股疼痛通络膏药贴-tmall.com天猫https://item.taobao.com/item.htm?id=625358082470
2023年3月20日18点19分18秒	16-#[健洛特]腰椎穴位贴厂家直发腰突腰肌劳损酸麻胀痛外敷理疗-tmall.com天猫https://item.taobao.com/item.htm?id=681171457300
2023年3月20日18点19分21秒	17-修正骨质增生膏贴专用骨刺贴膏根足跟脚后跟膝盖颈椎腰椎贴去-tmall.com天猫https://item.taobao.com/item.htm?id=686228492772
2023年3月20日18点19分24秒	18-百年扁氏艾草膝盖贴正品腰颈肩周艾草艾灸膏贴正品旗舰店二代升级-tmall.com天猫https://item.taobao.com/item.htm?id=687625482046
2023年3月20日18点19分27秒	19-健洛特腰椎穴位贴厂家直发腰突腰肌劳损麻胀痛外敷理疗腰椎部位4-tmall.com天猫https://item.taobao.com/item.htm?id=684746330111
2023年3月20日18点19分30秒	20-腰椎部位型冷敷凝胶喷剂腰椎疼痛腰椎间盘突出专用腰肌劳损药膏贴-tmall.com天猫https://item.taobao.com/item.htm?id=685145240272
2023年3月20日18点19分33秒	21-【天猫正品】方古有艾 艾草腰椎贴12贴盒 颈椎关节不适膝盖舒缓贴-tmall.com天猫https://item.taobao.com/item.htm?id=685500541524
2023年3月20日18点19分36秒	22-骨质增生护膝冷敷凝胶关节疼痛肿胀颈椎膝盖腰椎理疗专用贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=687644760778
2023年3月20日18点19分40秒	23-吕家傅冷敷贴医用官网肩周腰椎间盘突出颈椎礼家传医冷敷贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=685166076187
2023年3月20日18点19分43秒	24-腰椎部位型专用膏药贴腰突压迫神经腰疼腿麻腰椎疼痛远红外理疗贴-tmall.com天猫https://item.taobao.com/item.htm?id=684396100724
2023年3月20日18点19分46秒	25-日本腰间盘腰椎突出专用贴膏腰疼腰痛压迫神经腰肌穴位劳损腿麻贴-tmall.com天猫https://item.taobao.com/item.htm?id=688693383218
2023年3月20日18点19分49秒	26-景天堂颈腰椎间盘腰肌劳损疼痛肩周炎膝盖风湿膏药艾草发热颈椎贴-tmall.com天猫https://item.taobao.com/item.htm?id=687785512366
2023年3月20日18点19分52秒	27-九州福磁疗艾灸贴官网九洲福本草玲珑灸贴发热贴正品肩颈腰椎-tmall.com天猫https://item.taobao.com/item.htm?id=688119979842
2023年3月20日18点19分55秒	28-[祖医堂]腰椎穴位磁疗贴 专腰椎间盘 养护腰椎辅助治疗-tmall.com天猫https://item.taobao.com/item.htm?id=684996753065
2023年3月20日18点19分59秒	29-出错啦！ - 天猫-网上商城 品牌正品 七天无理由退换货 提供发票 商城保障-天猫-上天猫，就购了https://item.taobao.com/item.htm?id=687955282215
2023年3月20日18点20分2秒	30-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=686109937619
2023年3月20日18点20分9秒	31-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=687937386973
2023年3月20日18点20分12秒	32-包邮】贵州苗药腰椎康复贴6贴 腰椎间盘突出腰肌劳损腰部疼痛cq-tmall.com天猫https://item.taobao.com/item.htm?id=685074634147
2023年3月20日18点20分15秒	33-灸热帖 腰痛贴自发热炙热贴 腰肌劳损腰椎间盘病变疼痛贴YH-tmall.com天猫https://item.taobao.com/item.htm?id=685374407362
2023年3月20日18点20分19秒	34-艾草发热贴艾灸贴膝盖热敷膝关节保暖颈椎贴腰椎艾叶温灸暖膝正品-tmall.com天猫https://item.taobao.com/item.htm?id=687708957297
2023年3月20日18点20分22秒	35-腰椎贴膏部位型腰间腰椎贴间盘突出非专用药膏压迫神和筋治和疗器-tmall.com天猫https://item.taobao.com/item.htm?id=687953467196
2023年3月20日18点20分25秒	36-仁和艾草颈椎贴膝盖贴艾灸热敷贴艾草肩周腰椎关节贴旗舰店正品-tmall.com天猫https://item.taobao.com/item.htm?id=688284435736
2023年3月20日18点20分32秒	37-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=684705112367
2023年3月20日18点20分35秒	38-日本骨质增生专用膏贴膝盖骨刺关节疼颈椎腰椎手腕足跟疼僵硬理疗-tmall.com天猫https://item.taobao.com/item.htm?id=684470005343
2023年3月20日18点20分38秒	39-骨质增生专用膏药贴膝盖骨刺护膝关节疼痛腰椎颈椎脚后跟痛热敷贴-tmall.com天猫https://item.taobao.com/item.htm?id=684530049785
2023年3月20日18点20分41秒	40-金和贴腰椎间盘突出肩周炎颈椎病腰肌劳损富贵包红外磁疗贴理疗贴-tmall.com天猫https://item.taobao.com/item.htm?id=623733191457
2023年3月20日18点20分44秒	41-超亚艾草贴颈椎贴腰椎膝盖疼痛专用艾灸热敷帖关节温灸艾叶护膝帖-tmall.com天猫https://item.taobao.com/item.htm?id=680856920072
2023年3月20日18点20分51秒	42-淘宝网 - 淘！我喜欢https://item.taobao.com/item.htm?id=669566954100
2023年3月20日18点20分54秒	43-舒筋健腰贴腰椎膏贴颈椎肩周炎骨质增生腿腰痛国药公药贴药店同款-tmall.com天猫https://item.taobao.com/item.htm?id=614439297865
2023年3月20日18点20分58秒	44-北京同仁堂坐骨神经医用膏药贴腰椎间盘疼痛腿麻屁股疼臀中肌贴膏-tmall.com天猫https://item.taobao.com/item.htm?id=672418964377
2023年3月20日18点21分1秒	45-艾草护膝贴-tmall.com天猫https://item.taobao.com/item.htm?id=628482215115
2023年3月20日18点21分4秒	46-宝元堂腰椎部位型冷敷凝胶喷雾腰背膝盖颈椎疼痛搽剂膏药贴正品mz-tmall.com天猫https://item.taobao.com/item.htm?id=674121718747
2023年3月20日18点21分7秒	47-祖医堂腰椎热敷贴李时珍腰椎突出疼穴位渗透缓解腰痛辅助治疗-tmall.com天猫https://item.taobao.com/item.htm?id=664921229036
2023年3月20日18点21分11秒	48-江山康裕黑老大膏贴正品远红外磁疗贴膏腰椎间盘黑老丈风湿关节痛-tmall.com天猫https://item.taobao.com/item.htm?id=606978667405
2023年3月20日18点21分14秒	49-香港LP艾奥比艾灸贴正品腰椎贴肩颈热敷膝盖贴暖贴足贴艾热热灸-tmall.com天猫https://item.taobao.com/item.htm?id=686050560332
